#z II_integral II_yield II_yield_err IIb_integral IIb_yield IIb_yield_err IIn_integral IIn_yield IIn_yield_err Ia_integral Ia_yield Ia_yield_err Ib_integral Ib_yield Ib_yield_err Ic_integral Ic_yield Ic_yield_err Ic-BL_integral Ic-BL_yield Ic-BL_yield_err 
0.5 1.0010677053113082 0.000142369053598852 5.251635387757083e-05 0.8171777813531488 1.9518682420843055e-05 7.199949759623746e-06 1.617580576051279 1.6659855541870043e-05 6.1454006124903505e-06 1.617657345244259 0.00014853990686935223 4.459543178518154e-05 1.0999024262473849 2.603067114744016e-05 9.602058193780558e-06 1.2474456908225 2.050172296171453e-05 7.562568626683642e-06 1.0382333238900887 2.5026210862591332e-06 9.231538123290239e-07 
0.6 2.093514937160076 0.0003618044897934987 0.0001346053970721715 1.6519173330829724 4.7947724277520364e-05 1.783842557831796e-05 3.627508680745656 4.5400382259863675e-05 1.689071488528314e-05 3.594935613372643 0.0003648314348276142 0.00010954534262321072 2.2023424646100866 6.33376286504541e-05 2.3564070912912474e-05 2.5898455773015585 5.172354993510552e-05 1.9243180152272056e-05 2.189676259523279 6.413953191041437e-06 2.3862410236401883e-06 
0.7 3.1538253962611345 0.0006497635907475055 0.00024397977108241096 2.3982739425414246 8.298475499538189e-05 3.1159950811973017e-05 6.002286033920309 8.95545332663721e-05 3.362683726335817e-05 5.900733993869414 0.0006578350764962765 0.00019755004322122053 3.4178106917712667 0.00011717765131833475 4.3999043577884014e-05 3.8279743973096907 9.113880233157194e-05 3.4221714553136336e-05 3.294366773674198 1.1503703077535883e-05 4.319526183713006e-06 
0.8 4.38645166052253 0.0010570273749202453 0.0004008533170750933 3.0458980218086316 0.0001232735909387798 4.674867369380712e-05 8.736617657000975 0.0001524647262120449 5.781874026077655e-05 8.244159298505407 0.0010042316840415714 0.0003016168389650639 4.564506931460704 0.00018303991974969784 6.941367908694071e-05 5.014715895773441 0.0001396483430790493 5.295842177360946e-05 4.405052134745702 1.7991688702811524e-05 6.8229340766587476e-06 
0.9 5.266292550134685 0.0014562106356596663 0.0005581305711696563 3.1939735248529315 0.00014833113866071914 5.685176382841722e-05 10.718637568464715 0.000214640645111187 8.226660547487472e-05 10.114885342381346 0.0013398130615986307 0.0004024666304706322 5.281491949750368 0.0002430272084613894 9.314649360933749e-05 5.762092292235953 0.00018412637128789112 7.057121700512333e-05 5.124615200908423 2.4017536886906827e-05 9.205345196991464e-06 
1.0 5.976224626217266 0.0018599501569645832 0.0007210704096191564 3.5940735042477945 0.00018786382014981116 7.283154402864105e-05 13.145175206764018 0.00029627426779838337 0.0001148603938879981 11.428924047494693 0.0016391435968639318 0.0004924572970681905 5.626874408105405 0.00029142088573236557 0.00011297882185700721 6.207933419839197 0.0002232739267256297 8.655942805697077e-05 5.505910652892419 2.9043673192271875e-05 1.1259728249801254e-05 
1.1 6.060358843815308 0.002082017003869408 0.0008171901905871012 3.421904974198438 0.00019744024355350547 7.749515491909647e-05 14.633600762677935 0.0003640745281532407 0.00014289899289800286 12.086288922203257 0.001724986485353938 0.0005185208516076108 5.174515683618936 0.000295824880771174 0.00011611105492823603 6.411634285619312 0.0002545489096174674 9.991026565942708e-05 5.47844285006536 3.1900027376065515e-05 1.2520738016420078e-05 
1.2 5.913131265632738 0.0021994334818466466 0.0008748633913880509 2.9100442525449033 0.00018179197438945196 7.231095850552974e-05 15.838152453762135 0.00042662960808088066 0.00016969943800201645 12.96703173225521 0.0018420989715064733 0.0005545451845349144 4.949338556170553 0.0003063511628234399 0.00012185656873712842 5.476486672115925 0.00023540295687284998 9.363567068172689e-05 5.039325490501616 3.176974366586058e-05 1.263697489214714e-05 
1.3 5.979549557250198 0.002362891754188416 0.0009534288927406027 2.380300510686589 0.00015797521244828193 6.374313661133404e-05 16.650770484203097 0.0004764999427455463 0.00019226814431831158 12.475158630852585 0.0017643630240009242 0.0005323670113859873 4.0345714398040675 0.0002653089041217576 0.00010705237522736714 4.712989291072308 0.00021522284932446966 8.684260824059066e-05 4.818515158170946 3.227279468400462e-05 1.3022100926406536e-05 
1.4 5.627980657860014 0.002320211694373443 0.0009505243176280837 1.7108620083933255 0.00011846001921981326 4.8529679084101556e-05 16.780055260596583 0.0005009813550268841 0.00020523772110368364 11.224163302239035 0.0015806929162743432 0.0004783816929938138 3.235773622463858 0.00022198938308557148 9.094269604354913e-05 3.6810215505362374 0.00017537187360339764 7.184483678462064e-05 4.081663900800759 2.8520704174573704e-05 1.168411612593388e-05 
1.5 5.2685192751628325 0.0022278525461181193 0.0009272502994441882 1.2104476713428722 8.596579624758441e-05 3.5779661652842816e-05 17.072297803674612 0.0005228089439881123 0.00021759732290620572 9.878507624271391 0.0013855174280847581 0.0004208264803483991 2.4546357743895983 0.00017272849454077007 7.189100040060784e-05 3.1014314747268723 0.00015155721855067975 6.307934361675442e-05 3.1696732292176484 2.271749022881084e-05 9.45520369110121e-06 
1.6 4.510799625490326 0.0019263720561392317 0.0008148666179310204 0.9150253764322719 6.562987449394985e-05 2.776181978641458e-05 16.81633075545405 0.00052008105735483 0.00021999732134096576 8.45018548581627 0.0011805477607300923 0.00036004776346710464 1.7770792533843562 0.00012629102540290707 5.342184050954146e-05 2.176948275662144 0.00010743636623083539 4.544620968432061e-05 2.5699033546732184 1.8601647648071295e-05 7.868605474534986e-06 
1.7 3.9981055705967816 0.0017007220059754944 0.0007312115764597346 0.5739278140976598 4.100323734571771e-05 1.762900798259379e-05 16.016958785945246 0.0004934149372428167 0.00021213973409085152 6.438261105937992 0.0008960801641570875 0.0002745343603826425 1.3696235107879904 9.695257200680781e-05 4.1683968790808576e-05 1.775355458528369 8.727321199285349e-05 3.752240677770034e-05 2.0840223228297003 1.5025517150374757e-05 6.460098736916453e-06 
1.8 3.476514463139474 0.0014554702244876149 0.0006358870851290198 0.4295074415729615 3.0200336263660758e-05 1.3194363906259968e-05 15.360332697717825 0.0004657073243263915 0.0002034650163272125 4.9920890247459875 0.0006922790244156811 0.00021313894910998988 0.7177344001741098 5.000369590458359e-05 2.1846344844077664e-05 1.0698996460795 5.1762935234122944e-05 2.2614947011599806e-05 1.8232179639591863 1.2937365992549157e-05 5.652265372275499e-06 
1.9 3.0278286710874247 0.0012349314291824581 0.0005480113236660749 0.25439403957508316 1.7426103105455403e-05 7.73298144617159e-06 14.692405168410785 0.0004339678973948973 0.0001925769449704594 3.57478417080012 0.0004939974202308037 0.00015288721738041915 0.42226019374606827 2.8659641124282445e-05 1.2717959473029334e-05 0.6240822220140586 2.9415072579573426e-05 1.3053188605570776e-05 1.6439113371990788 1.1364175328531358e-05 5.042949443990298e-06 
2.0 2.683460533733875 0.0010572513457703684 0.0004762415123260049 0.1516229324140155 1.0032974930809043e-05 4.519378644721238e-06 13.940303983934987 0.00039774839834818984 0.00017916676059330413 2.7206958765973543 0.00037469899432693125 0.00011660166957615196 0.25642830251061505 1.681233559088417e-05 7.573158605630217e-06 0.4756688162345613 2.1657298470622783e-05 9.755584249485794e-06 1.4290806162622038 9.543062127125315e-06 4.298696197290343e-06 
2.1 2.241659307403675 0.000847281500592095 0.0003871417349444016 0.09515482369497787 6.0404699210748486e-06 2.7600248600850974e-06 13.120817420845038 0.0003591469390531298 0.00016410221276852595 1.8519639699649604 0.00025422076329819135 7.9561076065858e-05 0.17133067939267288 1.0776365472113574e-05 4.92396071713302e-06 0.28079607068732554 1.2264947930850493e-05 5.60412710254388e-06 1.2473413805555351 7.99082159602755e-06 3.6511838558441906e-06 
2.2 1.9626348567312486 0.0007077559432531499 0.0003277883395797299 0.07611243611083295 4.609793178337134e-06 2.1349682275894756e-06 12.318240423777661 0.000321696143531423 0.00014898955740686855 1.3097866930905073 0.00017922567741492624 5.64198794773355e-05 0.0820669694921614 4.924832592793103e-06 2.280874803932778e-06 0.22864212126125155 9.528330759763726e-06 4.412927575505057e-06 1.1446481265630313 6.996228856170546e-06 3.2402161535274813e-06 
2.3 1.6373998358878805 0.0005609454267947587 0.00026313269011974316 0.06755552253564755 3.886946185395134e-06 1.8233192700364351e-06 11.684363720357515 0.00028988390158023273 0.00013598101918945216 0.9935503031242715 0.00013553551824826046 4.292276576614516e-05 0.04640356722961052 2.645430130407162e-06 1.2409391600095022e-06 0.12179625147132829 4.82187955475787e-06 2.2618851639930745e-06 1.0601644073538097 6.155836511794125e-06 2.8876281789857346e-06 
