#z II_integral II_yield II_yield_err IIb_integral IIb_yield IIb_yield_err IIn_integral IIn_yield IIn_yield_err Ia_integral Ia_yield Ia_yield_err Ib_integral Ib_yield Ib_yield_err Ic_integral Ic_yield Ic_yield_err Ic-BL_integral Ic-BL_yield Ic-BL_yield_err 
0.6 0.35044649431210395 6.056470523516309e-05 2.253243513199941e-05 0.27863467126335906 8.087510267211431e-06 3.0088696009952615e-06 0.6006991675879744 7.518099674421739e-06 2.7970266275061735e-06 0.5900768802947465 5.9883852744324354e-05 1.7980898958376655e-05 0.368922843923329 1.060992941132895e-05 3.94730801194526e-06 0.4285040934090737 8.557943789040294e-06 3.183889239469002e-06 0.3648801442507016 1.0687991685464802e-06 3.9763502259111793e-07 
0.7 1.2605457393906547 0.0002597026223769186 9.751575382075329e-05 0.9526238514665138 3.296256341464221e-05 1.2377114985685643e-05 2.354343039711859 3.5126965106096205e-05 1.3189826311359987e-05 2.285964570167943 0.0002548475629381992 7.653156371868979e-05 1.3694828092284654 4.695192144274741e-05 1.762997990130895e-05 1.5298837780691743 3.642442732577259e-05 1.3677010480883166e-05 1.3234925821700518 4.621545424835944e-06 1.735344378870564e-06 
0.8 2.9843900507232815 0.0007191648797694359 0.0002727267376601673 2.0896654661286997 8.457294499882262e-05 3.207234395433268e-05 6.08955801004448 0.00010627027886584931 4.030055871834449e-05 5.757955721669915 0.0007013840176593462 0.00021065779308579476 3.1953282123148847 0.0001281348956937382 4.859221169724341e-05 3.502143413900697 9.752666654329103e-05 3.698474487484722e-05 3.0927081495645266 1.2631642163033203e-05 4.790259723916339e-06 
0.9 4.653949622983296 0.001286888427540784 0.0004932334344403337 2.9217204094731652 0.00013568744756748492 5.200574062356489e-05 10.994625631702407 0.00022016730421855435 8.438484120857926e-05 10.359304801742029 0.0013721887508007804 0.00041219196821797916 4.6854416697696 0.00021560002746318633 8.263431369439951e-05 5.3350218491196655 0.00017047943073449716 6.534067237149364e-05 4.7743195109037 2.23758058834704e-05 8.576109123434141e-06 
1.0 5.17966489110977 0.0016120409003671401 0.0006249602915422112 2.740282905664223 0.00014323580592908553 5.553003711775402e-05 14.606916969725422 0.0003292199276104232 0.00012763285465899573 13.2743696298317 0.0019038185826349343 0.0005719751186572955 4.854871213866999 0.00025143814605559306 9.747820730103584e-05 5.610983981268689 0.0002018041015531571 7.82359492940604e-05 5.165960726576843 2.725043767064936e-05 1.0564521946945157e-05 
1.1 4.958101394184553 0.001703339963133617 0.0006685597219046991 2.0767399820299994 0.00011982566755681266 4.703148914057587e-05 17.429367589865137 0.0004336313996944316 0.00017020001541883222 13.719415524383708 0.0019580705474483043 0.0005885845578450157 4.183675184943633 0.00023917894706344697 9.3877566308032e-05 5.191823258572637 0.00020612107467832873 8.090237495052024e-05 4.93472754440328 2.873406697270031e-05 1.12781008138377e-05 
1.2 4.7667829080463795 0.001773040620556842 0.0007052581235904305 1.6849112618444946 0.00010525728077635381 4.186793662473934e-05 18.977294264369768 0.0005111881349848012 0.0002033340808446044 12.993099066271176 0.001845802101889141 0.0005556599743226388 3.545239777013505 0.00021944110629124917 8.72865635830553e-05 4.215344848042669 0.00018119365587437582 7.20729667819563e-05 4.237307059973434 2.6713527312858173e-05 1.0625775816253543e-05 
1.3 4.544687302938464 0.0017958884779970662 0.0007246425740947484 1.2113197006394558 8.03925748837951e-05 3.243847439060927e-05 19.735620375496744 0.0005647799894841991 0.0002278892205118894 10.655365556509466 0.001506989494195594 0.00045470885656837977 2.7226758163368636 0.0001790401156327585 7.224284349941436e-05 3.3099151522284505 0.00015115022039924116 6.0989246340759465e-05 3.8596920393772436 2.5850919762923733e-05 1.0430868770099909e-05 
1.4 4.135190389234666 0.0017047885703308657 0.0006984030795308497 1.0244269236657786 7.09312805307459e-05 2.90585153020618e-05 19.626808539349838 0.000585973346582836 0.00024005650724008787 8.075317018859982 0.0011372425778797513 0.0003441756612872315 1.967060315181407 0.0001349496463002667 5.528500730117711e-05 2.465743574305474 0.00011747338735044788 4.812548424849543e-05 3.1085633094368825 2.1721145275824828e-05 8.898531475154603e-06 
1.5 3.6907484396565033 0.001560674428417288 0.0006495653554838504 0.7384787657086476 5.244664152697166e-05 2.1828717589708952e-05 19.710531869515677 0.0006036001990269598 0.0002512232985381097 6.413876760506494 0.0008995830515365928 0.0002732324846194993 1.5000267018239066 0.00010555429717120889 4.3932554616401875e-05 1.900913871955791 9.289169258959494e-05 3.866227588520691e-05 2.6009338683771346 1.8641255885933942e-05 7.758641895921752e-06 
