#bayes.sfh.sfr bayes.sfh.sfr_err bayes.stellar.m_star bayes.stellar.m_star_err Cluster Image_ID z mu Av total_rel_err_best cc_rate ia_rate lsst_II lsst_IIb lsst_IIn lsst_Ia lsst_Ib lsst_Ic lsst_Ic-BL roman_wide_IIP roman_wide_IIn roman_wide_IIL roman_wide_IIb roman_wide_Ib roman_wide_Ic roman_wide_Ic-BL roman_wide_Ia roman_deep_IIP roman_deep_IIn roman_deep_IIL roman_deep_IIb roman_deep_Ib roman_deep_Ic roman_deep_Ic-BL roman_deep_Ia cc_rate_err ia_rate_err lsst_II_err lsst_IIb_err lsst_IIn_err lsst_Ia_err lsst_Ib_err lsst_Ic_err lsst_Ic-BL_err roman_deep_IIL_err roman_deep_IIP_err roman_deep_IIb_err roman_deep_IIn_err roman_deep_Ia_err roman_deep_Ib_err roman_deep_Ic_err roman_deep_Ic-BL_err roman_wide_IIL_err roman_wide_IIP_err roman_wide_IIb_err roman_wide_IIn_err roman_wide_Ia_err roman_wide_Ib_err roman_wide_Ic_err roman_wide_Ic-BL_err
17.34861232553844 2.596289270939894 458662764.46900237 103951696.04448342 ACT-CLJ0102-49151 2.3 3.299999952316284 8.966415877289442 0.1964192614788345 0.22664080038158133 0.1578723721623998 0.08487496499687014 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.016208728156967837 0.003654583282929168 0.004753865343850368 0.0005226291975785574 0.000407143000531113 0.000523873707447327 0.00018937617087331522 0.028046218483624635 0.042017794001508325 0.0049468964635578285 0.008185748763564291 0.00835434882528347 0.009397347044079898 0.006869919923131529 0.001008998784824881 0.05878721091648885 0.037789082103144266 0.015654802947869806 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0019593797690189885 0.010057579078387774 0.001999736681933093 0.0011841126731461356 0.010843034842917825 0.00224939369781037 0.0016444167175127444 0.00024151874960425383 0.001137907825957399 0.0038797982871957184 0.0001250990112220551 0.0008747784418500092 0.005172997995465899 9.745568565324372e-05 0.0001253969030251929 4.532998124680871e-05
0 0 0 0 ACT-CLJ0102-49151 2.1 3.299999952316284 57.3560817449535 0.1964192614788345 0.22664080038158133 0.1578723721623998 0.08487496499687014 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.04765253644044027 0.005011971662966882 0.008209063778791645 0.0033860410998220406 0.005378931946962508 0.004186319603117413 0.0006800856939497606 0.05756688540988277 0.059913420324788004 0.005139338704945141 0.00863846292958864 0.011918891890191923 0.0118065103113084 0.008198030299027678 0.001202355186841952 0.05878721091648885 0.037789082103144266 0.015654802947869806 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.002067743585656597 0.014341161336352154 0.0028529626688173298 0.0012301765636184815 0.010843034842917825 0.002826062479422938 0.0019623195357788177 0.00028780145791420045 0.001964960561988617 0.011406337836733615 0.0008104989072703051 0.001199689382482064 0.010617951329317768 0.001287526741929853 0.0010020573772684704 0.0001627885473172248
0 0 0 0 ACT-CLJ0102-49151 2.2 3.299999952316284 365.5980320240097 0.1964192614788345 0.22664080038158133 0.1578723721623998 0.08487496499687014 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05378795633881826 0.0050881545583748074 0.008495034780399405 0.005728383860667851 0.00731845380667322 0.005561493153366005 0.0009044983941823785 0.05778842539557981 0.061919058641748397 0.005139338704945141 0.00863846292958864 0.011918891890191923 0.011809544258171814 0.008201072401508204 0.0012028239522212031 0.05878721091648885 0.037789082103144266 0.015654802947869806 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.002067743585656597 0.01482124046603587 0.0028529626688173298 0.0012301765636184815 0.010843034842917825 0.002826788699378639 0.0019630477079018325 0.0002879136638256021 0.0020334119414849457 0.012874941133823304 0.001371173214566167 0.0012179248827788726 0.010658813376463105 0.0017517799218469603 0.001331225460857913 0.0002165050389232112
30.733069633796852 5.8481110564648615 9896155140.85023 1677070252.4234784 ACT-CLJ0102-49151 4.1 4.610000133514404 3.6094119858717697 0.80213845338048 0.19028724192372087 0.27967093366755136 0.15458898810856483 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00019348936919035573 0.0 0.0 0.0 0.0 1.0710849560314429e-05 0.0 0.0007011161634077153 0.0022233721968907827 0.0012203797762252774 0.0 0.00020831208066989933 0.0001966070068489765 7.116447048439232e-05 0.009000021424384842 0.07457749460309177 0.03287394211566956 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00032542840609725717 0.00018696074778666181 0.0 0.0005928879552831595 0.0019138891260303235 5.554882971994998e-05 5.242753617592251e-05 1.897683053395343e-05 0.0 0.0 0.0 5.159618197471485e-05 0.0 0.0 0.0 2.856172126304723e-06
28.123369037017245 7.718069052329078 8529851559.900331 1504679621.466973 ACT-CLJ0102-49151 4.2 4.610000133514404 3.1026868486098738 0.707726268365189 0.19028724192372087 0.27967093366755136 0.15458898810856483 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00021489053389937488 0.0 0.0 0.0 0.0 1.0544011580312238e-05 0.0 0.0006281682974445518 0.0023161377198275533 0.0012102220800619078 0.0 0.0001404832570931947 0.00020426809471352851 7.708945954208339e-05 0.00821971856395641 0.07457749460309177 0.03287394211566956 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003227197387328323 0.00016750835418668264 0.0 0.0006176249567135398 0.0017479547255256703 3.7461488079224226e-05 5.44704540128959e-05 2.0556797510423678e-05 0.0 0.0 0.0 5.7303050488566185e-05 0.0 0.0 0.0 2.811682846027944e-06
0 0 0 0 ACT-CLJ0102-49151 4.3 4.610000133514404 3.7785215358315534 0.80213845338048 0.19028724192372087 0.27967093366755136 0.15458898810856483 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00019635407704062506 0.0 0.0 0.0 0.0 1.1092501667047974e-05 0.0 0.0007613682685384839 0.002345672183612143 0.001368982805097758 0.0 0.00025133355714521274 0.00020694847237824282 7.46200540371758e-05 0.011190967088847033 0.07457749460309177 0.03287394211566956 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003650551253934225 0.00020302766967335403 0.0 0.0006255006636546075 0.0023798021372567475 6.702100484941351e-05 5.518520777083234e-05 1.989830192312748e-05 0.0 0.0 0.0 5.236008951219551e-05 0.0 0.0 0.0 2.9579440822134965e-06
1.4443402385377753 0.2765048392073011 41556357.493664175 13372365.97988922 Abell_2163 1.2 3.0 29.265403848675117 0.016521220260060962 0.3217886933889241 0.013143496170693755 0.00706774562665639 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004226443944155444 0.00045532138230489484 0.000763344214088771 0.0004746194648622273 0.0006065577368885997 0.00040985881152441297 7.600609755197971e-05 0.005252895346299558 0.005548269991000478 0.0004599403805311809 0.0007731249726795449 0.0010664534029386403 0.0010566483414149298 0.0007336542544864251 0.00010757800714853341 0.005262506168763947 0.003515695599028048 0.0015513746128905923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00020679977599937839 0.0014840821754163584 0.0002852608991236129 0.00012302741604279004 0.0011551234158186314 0.00028263818662768123 0.0001962419283430266 2.877556484001651e-05 0.00020418356418737884 0.0011305127784140966 0.00012695385932014959 0.00012179190065744828 0.0011530138342394614 0.0001622454435594136 0.00010963131888090226 2.0330534523881337e-05
0 0 0 0 Abell_2163 1.1 3.0 27.346814496542777 0.016521220260060962 0.3217886933889241 0.013143496170693755 0.00706774562665639 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004187301159181191 0.0004562029595379759 0.0007603457239847124 0.0003998683201532588 0.0005941411756909359 0.00042361646304755514 7.340319845172494e-05 0.005251862199466848 0.005533452392707499 0.00045993830749810864 0.000773124972679545 0.00106575890404909 0.001056641337583221 0.0007334880998090225 0.00010757800714853341 0.005262506168763947 0.003515695599028048 0.0015513746128905923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00020679977599937844 0.0014801186816525798 0.0002850751306904796 0.0001230268615363517 0.0011551234158186314 0.00028263631320374626 0.00019619748436400337 2.877556484001651e-05 0.0002033815113449948 0.0011200426481625641 0.00010695900657605219 0.00012202770984841964 0.0011527870578595066 0.00015892419257788085 0.00011331129217603806 1.963429656766054e-05
0 0 0 0 Abell_2163 1.3 3.0 5.286657822177107 0.016521220260060962 0.3217886933889241 0.013143496170693755 0.00706774562665639 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001384161302032338 0.0003481124305521342 0.00043677360975451397 5.5172108323420566e-05 8.944300903002658e-05 6.580798387433681e-05 2.448850176674651e-05 0.0041907860729435585 0.003638343452203916 0.00043778545514879365 0.0007247554409036192 0.0007559116580771 0.0008808314460037857 0.0006426905793128787 9.404767246762938e-05 0.005262506168763947 0.003515695599028048 0.0015513746128905923 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00019386162409647462 0.0009732043815850753 0.00020219546268680368 0.00011710129314123465 0.0011551234158186314 0.0002356097036879621 0.00017191045760450892 2.515639552058572e-05 0.00011683063909657506 0.00037024317842846566 1.475774298578505e-05 9.311505281128682e-05 0.0009198801803363456 2.392471448440286e-05 1.7602686247498082e-05 6.550320916903875e-06
145.07128970795023 15.455227700073372 3037199392.0360723 485982545.2724332 Abell_2537 3.1 3.2300000190734863 11.321927028122188 1.602572866681306 0.16001008907967715 1.3201487363423472 0.7093632286914858 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0019607961089322156 0.0 0.0 0.0 0.0 0.0 0.0 0.03134086586449807 0.026634722453964442 0.02879640307263797 0.010664336649652892 0.02020115009403294 0.01937341219250815 0.0026742600680811014 0.4621173567725821 0.28390552243749845 0.10770429806929174 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0061928308785185035 0.006740032128165032 0.0022934264788660283 0.005727949120506978 0.07016437210685207 0.004344372655444075 0.004166362894191861 0.0005751148949063694 0.0 0.0 0.0 0.00042168039734838923 0.0 0.0 0.0 0.0
