#z IIP_integral_wide IIP_integral_deep IIP_yield_wide IIP_yield_wide_err IIP_yield_deep IIP_yield_deep_err IIn_integral_wide IIn_integral_deep IIn_yield_wide IIn_yield_wide_err IIn_yield_deep IIn_yield_deep_err IIL_integral_wide IIL_integral_deep IIL_yield_wide IIL_yield_wide_err IIL_yield_deep IIL_yield_deep_err IIb_integral_wide IIb_integral_deep IIb_yield_wide IIb_yield_wide_err IIb_yield_deep IIb_yield_deep_err Ib_integral_wide Ib_integral_deep Ib_yield_wide Ib_yield_wide_err Ib_yield_deep Ib_yield_deep_err Ic_integral_wide Ic_integral_deep Ic_yield_wide Ic_yield_wide_err Ic_yield_deep Ic_yield_deep_err Ic-BL_integral_wide Ic-BL_integral_deep Ic-BL_yield_wide Ic-BL_yield_wide_err Ic-BL_yield_deep Ic-BL_yield_deep_err Ia_integral_wide Ia_integral_deep Ia_yield_wide Ia_yield_wide_err Ia_yield_deep Ia_yield_deep_err 
0.5 7.631137030834988 7.8342991173246785 0.0009531726183709607 0.0003516013436025523 0.0009785487238124712 0.0003609619490130224 7.845979242309309 7.9216659744633375 8.080764735718508e-05 2.980790345478635e-05 8.158716340899153e-05 3.0095447269927962e-05 7.791384604377914 7.887768801100651 0.00013488050529667907 4.97540172410269e-05 0.00013654905970859614 5.0369504889115926e-05 7.67250169224966 7.853844077426853 0.00018326137509076923 6.760050013028032e-05 0.00018759282475384095 6.919826268863588e-05 7.7677319415103625 7.890781111997618 0.0001838338300796197 6.781166434057395e-05 0.00018674595429671694 6.888587353178933e-05 7.833074676947239 7.916422824972307 0.0001287362873964543 4.74875701909658e-05 0.00013010611107114689 4.799286360292264e-05 7.803651360744113 7.905098645151672 1.8810398391027247e-05 6.938681641199317e-06 1.905493312831619e-05 7.0288843395680895e-06 7.902256397487714 7.964458549276833 0.0007256174694791928 0.0002178486916028352 0.0007313291252022 0.0002195634749128843 
0.6 20.371910766714446 21.32168962836311 0.0030921447221355387 0.0011503985712428067 0.0032363066384071 0.0012040324329825939 21.34547005349316 21.682909497076803 0.0002671509802550933 9.93905957219629e-05 0.00027137423127295273 0.00010096180999992522 21.18584344822798 21.648892385737447 0.00044568297172182153 0.00016581146743414223 0.00045542405316737085 0.00016943553007813797 20.808719179384426 21.558648458366658 0.0006039834498978286 0.00022470542625084385 0.0006257505211526426 0.00023280362666572762 21.00800765188915 21.600775782841353 0.0006041736962906122 0.00022477620533724164 0.0006212212392397154 0.00023111855694564384 21.263243375829486 21.69630376283754 0.00042466255137804215 0.00015799105031158718 0.00043331149197459537 0.00016120879391647483 21.128811425397156 21.650301149994704 6.189006565488504e-05 2.302552095761268e-05 6.34176022798225e-05 2.3593824225654883e-05 21.565404090248823 21.874086928436704 0.002188561399435341 0.0006571437805691284 0.002219888025242998 0.0006665500039088204 
0.7 35.797933013839454 38.43953784418905 0.00647747635086402 0.0024322279976590117 0.006955462965630369 0.0026117072213517225 38.24187682822172 39.35375508641319 0.0005705715141243727 0.0002142439333082061 0.0005871608165832439 0.00022047305151976364 38.16797769067442 39.311046048162595 0.0009571924631146523 0.0003594162574789031 0.0009858588081193514 0.0003701801851467643 37.0490692325928 38.975443530817216 0.0012819669507044022 0.00048136585001362257 0.0013486230971653658 0.0005063945705919369 37.34097255352377 39.22040233613022 0.001280213521567725 0.0004807074547980896 0.0013446486783403849 0.0005049022158202745 37.85320927581533 39.330437468379664 0.0009012328191716104 0.00033840396729599247 0.0009364035894712673 0.0003516102420222057 37.77871922859587 39.329996851660624 0.00013192069933690455 4.953491159488012e-05 0.0001373376545190562 5.156892443297189e-05 38.824176068716405 39.76931871132926 0.00432825896924073 0.001299790444438214 0.004433626874868925 0.001331432774035239 
0.8 50.79995189638804 56.291446810133934 0.010751432855392495 0.00407723359455984 0.011913667003985582 0.004517984160472705 55.69018595141853 57.954017147107926 0.0009718622568971998 0.0003685564051231154 0.0010113688963075311 0.00038353838934591364 55.115570479542555 57.894096463901505 0.0016167005593627102 0.0006130964980794358 0.0016982028367415545 0.0006440043619736413 52.83587131816546 57.44210946837872 0.002138373491539946 0.0008109289575342474 0.0023247971713317014 0.0008816258497803054 53.848129057700696 57.678415088037845 0.002159347629304342 0.0008188829168120595 0.0023129447775042996 0.0008771311020625815 54.89729860176239 58.03066245132245 0.0015287639317141252 0.0005797485548551723 0.001616020932698698 0.0006128387653006015 54.4078460029649 57.88658860909875 0.00022221962381663453 8.42716806012696e-05 0.00023642795827721647 8.965986461028485e-05 56.836389491387074 58.517757641927474 0.006923313956842859 0.0020793887546165183 0.007128123581229562 0.002140902479465875 
0.9 65.12350876758204 74.56765412498122 0.015815654466366295 0.00606176060287886 0.018109224676715822 0.006940830992953439 73.4943001254804 77.60737025795295 0.0014717228649786145 0.0005640760361991557 0.0015540870666770513 0.0005956442570404056 71.96984861526312 77.18030829886158 0.002422435382268592 0.0009284613162536613 0.0025978144074893855 0.0009956798855462262 67.5307612744966 76.46128762981832 0.003136192155798321 0.0012020271493351487 0.003550934210739252 0.001360987820507144 69.89605553356402 77.15130431148333 0.003216258477793798 0.0012327146480612828 0.0035501078661799666 0.001360671102479159 71.66889813482257 77.68594166804024 0.0022901636208686425 0.0008777647261231218 0.0024824369020768353 0.0009514584580829763 71.07958449389115 77.36707254590543 0.0003331287278282707 0.0001276802425300152 0.0003625963015474584 0.00013897445598246933 75.3930722760246 78.31682069122739 0.009986531687732012 0.00299985563184019 0.01037381005846189 0.0031161902350689686 
1.0 75.84818511449018 90.7460558904842 0.020732407944755536 0.008037594896367427 0.024804604714789426 0.009616314940032586 88.21883577085383 94.65473725805057 0.001988331883213427 0.0007708417777320231 0.002133388299027541 0.0008270776337184379 86.25837550886139 94.1501498453116 0.003267819520425984 0.0012668769382511518 0.0035667921601877832 0.0013827834441382692 78.39135618847938 93.13049495577688 0.004097551044208394 0.001588549455919109 0.004867972381242848 0.0018872284430922846 81.58263511164046 93.53810482060354 0.0042252380380780104 0.0016380514883406992 0.0048444225656220676 0.0018780985881160393 85.91423612110829 94.8896387881661 0.00308998302061198 0.0011979328123637165 0.00341279147584016 0.0013230800504057214 84.34759016870733 94.42688492902221 0.00044493345385630004 0.00017249298139742435 0.0004981017236453092 0.00019310539723660464 91.270914977353 95.65229107498875 0.013090133003188105 0.003932743616450983 0.013718512765451607 0.00412153134673202 
1.1 83.19701590236318 103.1844099358184 0.02510289676680976 0.009852869095224885 0.031133659813025273 0.012219939293961656 99.88145462275425 109.0057118354638 0.0024849860299444126 0.0009753552462071691 0.0027119916516871044 0.0010644547910002669 97.4572440994454 108.31600406402501 0.004075514593344352 0.0015996365740942255 0.004529611516669104 0.0017778692929563272 83.76541016431533 105.30301442614667 0.0048331742432665865 0.0018970174468581937 0.006075870888286979 0.0023847749946106058 90.6231923097603 107.66585292602322 0.005180889710124274 0.0020334955198534808 0.006155211434723543 0.0024159161025570264 96.50798562960298 109.24979465626132 0.0038314728222245712 0.001503850352808832 0.004337336608243146 0.0017024015283945047 94.87390546647309 108.65539663645409 0.0005524343804405363 0.0002168301007148669 0.0006326816254401175 0.0002483270872012515 104.4634231311438 110.28295420141737 0.014909290541946103 0.004481645563205073 0.01573986910182793 0.0047313126219638455 
1.2 88.19845379961964 113.05265002149835 0.028812732185645614 0.011460771513728879 0.03693211828120508 0.014690400285946238 108.3585732618491 120.59115676916694 0.002918836384348922 0.0011610185619136538 0.0032483433974162196 0.001292085777775153 105.24370039433026 119.88060693490154 0.0047650977719114794 0.0018954015347306544 0.00542781003385994 0.0021590070048610314 86.29403172392438 116.4931470442858 0.0053908329371276965 0.0021442987136042787 0.007277387340588109 0.0028947089429073695 95.00837303588182 118.5348797440583 0.005880770779201987 0.00233918011630375 0.007337000254196698 0.0029184210288606786 102.91434051286534 120.32063320866479 0.004423701090098264 0.0017596049937918632 0.005171898431588799 0.0020572136593898583 101.14158661575627 119.61046920023384 0.0006376334068512737 0.0002536299139685085 0.0007540679706851975 0.0002999438117204922 115.16351267017632 122.5160993839162 0.01636015031235748 0.004925057075823538 0.017404660166497925 0.005239496157964252 
1.3 88.81659496604944 118.83664243337397 0.030824755131093083 0.012437815698304221 0.04124353568170744 0.016641802777471744 114.39590127514607 129.33768751402945 0.0032737007851766746 0.0013209411346255654 0.003701294228621155 0.001493475463633133 110.2612965750305 128.76889481254494 0.005303723156933507 0.002140056939956881 0.0061939646142769 0.0024992701478586637 88.20568357680666 123.156176706313 0.005854013617033871 0.002362099622669366 0.008173599548523409 0.0032980545780144773 98.2711149380908 126.5399160871592 0.006462198575498347 0.0026075027861881452 0.008321123312758532 0.00335758054611619 106.34139978270291 129.11507284960194 0.004856174637557588 0.0019594707203300574 0.005896154680866101 0.002379103578841821 106.11074368212273 128.0211696282227 0.000710694089820003 0.000286765687820139 0.0008574427571555195 0.00034597890364386485 123.24329689501666 132.2999530106413 0.017430312706386366 0.0052593051185010845 0.01871119655278343 0.005645790380299811 
1.4 87.86288032097053 122.01082969225688 0.03181343840346334 0.013033055088544847 0.044177746060569775 0.01809835802069324 117.83962157120605 135.3488608145166 0.0035181918279629768 0.0014413024874707682 0.004040943527249798 0.0016554588954651288 112.0805736687575 135.62391586889783 0.005624549650650286 0.002304216995205415 0.006806027339534132 0.0027882345858168556 87.24955730556445 129.79233612766515 0.006041155969699472 0.002474888679213417 0.008986816328165803 0.003681641411727079 98.88787848155938 132.7666467482233 0.0067841764288958765 0.002779282893187108 0.009108420255782986 0.0037314590600905973 107.26537337534204 135.89391133562555 0.005110355710593809 0.0020935664562111004 0.006474281531644632 0.0026523278241903925 107.7229497219643 133.45469870534572 0.0007527161609827493 0.0003083662654665516 0.0009325172466393691 0.00038202562364796045 128.33202658824095 139.4210732326091 0.018072930685060256 0.005469600761453925 0.01963459519465376 0.00594222368795411 
