#z IIP_integral_wide IIP_integral_deep IIP_yield_wide IIP_yield_wide_err IIP_yield_deep IIP_yield_deep_err IIn_integral_wide IIn_integral_deep IIn_yield_wide IIn_yield_wide_err IIn_yield_deep IIn_yield_deep_err IIL_integral_wide IIL_integral_deep IIL_yield_wide IIL_yield_wide_err IIL_yield_deep IIL_yield_deep_err IIb_integral_wide IIb_integral_deep IIb_yield_wide IIb_yield_wide_err IIb_yield_deep IIb_yield_deep_err Ib_integral_wide Ib_integral_deep Ib_yield_wide Ib_yield_wide_err Ib_yield_deep Ib_yield_deep_err Ic_integral_wide Ic_integral_deep Ic_yield_wide Ic_yield_wide_err Ic_yield_deep Ic_yield_deep_err Ic-BL_integral_wide Ic-BL_integral_deep Ic-BL_yield_wide Ic-BL_yield_wide_err Ic-BL_yield_deep Ic-BL_yield_deep_err Ia_integral_wide Ia_integral_deep Ia_yield_wide Ia_yield_wide_err Ia_yield_deep Ia_yield_deep_err 
0.9 2.0724377941526835 2.3744296865086736 0.000503304577342941 0.00019290455950932235 0.0005766452113402908 0.00022101426351814007 2.3532417491358353 2.490499748175418 4.7123650175760354e-05 1.8061363613294675e-05 4.9872240682001963e-05 1.9114832357165774e-05 2.300392391791429 2.4803536912773056 7.742897936004862e-05 2.9676668619942322e-05 8.348630235990787e-05 3.199829508172066e-05 2.141782219326393 2.451761340012263 9.946638345118857e-05 3.812307646183577e-05 0.0001138621057621619 4.364061116393854e-05 2.2103755819606783 2.477520925877878 0.0001017101630459766 3.898306330450195e-05 0.00011400282349180447 4.369454489089797e-05 2.29611219202737 2.498891006032469 7.337175188213262e-05 2.8121630746874812e-05 7.985150355968386e-05 3.060516397776e-05 2.2696814876639513 2.483105800847595 1.0637317479336853e-05 4.077028374240496e-06 1.1637573325579176e-05 4.46040242268378e-06 2.424620960235265 2.5208875001922575 0.00032116417754511287 9.647455161410824e-05 0.0003339155991641857 0.00010030495291398454 
1.0 4.5820053608865265 5.358845307198585 0.0012524492735529948 0.00048555285598724223 0.001464791370472156 0.0005678742032725749 5.22876812206681 5.577707645852319 0.00011784928100887825 4.5688121809176556e-05 0.0001257139005585874 4.8737098373937046e-05 5.13325976348797 5.563125295060762 0.0001944688427017733 7.53921966887423e-05 0.0002107539044936865 8.170563263378507e-05 4.708111246192013 5.499492629859134 0.00024609506827129676 9.540678873526245e-05 0.00028746092507846415 0.00011144361380850531 4.877601032178622 5.519289486670328 0.00025261534378642693 9.793458643936738e-05 0.00028584896590225624 0.00011081868520000189 5.106014598769841 5.595535471685691 0.00018364242208887338 7.119498123282208e-05 0.00020124848196715584 7.802054521940276e-05 5.014474517628343 5.565959768789998 2.6451348069817368e-05 1.0254728771231949e-05 2.9360432218628025e-05 1.1382530229214483e-05 5.410225603497849 5.6414157178423565 0.0007759380164493052 0.00023311950155200363 0.0008090954505184475 0.00024308117933950624 
1.1 7.438636708116977 8.799635804222325 0.002244447440143801 0.0008809440210935415 0.0026550994261398935 0.0010421246330085474 8.58719049169586 9.228741473290293 0.00021364374887141859 8.385501921142244e-05 0.0002296051226097232 9.011984703127017e-05 8.404387395840764 9.183616156347123 0.0003514587734998684 0.0001379473181852463 0.0003840449420740254 0.00015073736613304344 7.556098405416979 8.961507724568953 0.0004359787664265126 0.00017112135518868133 0.0005170693754171177 0.00020294936144064817 7.978218003535795 9.135391721335841 0.00045611136074705515 0.00017902338411507378 0.0005222664944890258 0.0002049892269734384 8.368975641934727 9.24416820848628 0.00033225750711448417 0.00013041083480983475 0.000367003611398798 0.00014404865598491998 8.207063853130379 9.194559830379962 4.778831663615026e-05 1.875688023063901e-05 5.353833531301579e-05 2.1013758464435548e-05 8.897412353482826 9.318286081692957 0.0012698617551814423 0.0003817130188040366 0.0013299299446708805 0.00039976916534955584 
1.2 11.785492252376729 14.174076501484251 0.0038500927999850763 0.0015314421972541892 0.004630397162562045 0.001841821995776587 13.658039804514242 14.862808493512407 0.00036790428593007216 0.00014634040717828077 0.0004003569343760285 0.00015924901947016783 13.354364909329616 14.797801338867824 0.0006046428834819605 0.0002405073524558451 0.0006699970632430031 0.00026650312810400204 11.860447708033968 14.50763569615998 0.0007409283223444985 0.0002947172852518041 0.000906299529507625 0.00036049659448337846 12.53268150240342 14.672649392662176 0.0007757403353970112 0.00030856437635573493 0.0009081987728519011 0.00036125205196229683 13.225908257208118 14.8503124284456 0.0005685064344131629 0.0002261334436079602 0.0006383303138380628 0.00025390712099248843 12.951525916543604 14.760543344524573 8.165113748375535e-05 3.2478177512217595e-05 9.305584235593637e-05 3.7014599670290294e-05 14.313463742829159 15.045333219130956 0.002033373356662181 0.0006121263953458783 0.0021373428723855804 0.0006434253620000353 
1.3 15.482959002998566 19.186482484292487 0.005373527550280644 0.0021682230738220565 0.006658875231947306 0.002686861989356748 18.473492229404236 20.35565292887656 0.0005286613011675721 0.00021331529813566424 0.0005825236414350892 0.000235048799617756 17.98087240329698 20.26323537574391 0.0008649052052670048 0.00034899000799405597 0.0009746900683649744 0.0003932882964271322 15.716870275950852 19.717909256987667 0.0010430934706430184 0.0004208891291686412 0.0013086334645242247 0.0005280347493163836 16.542814804208007 20.02955542662478 0.0010878369939105001 0.00043894318000300996 0.0013171211563778608 0.0005314595404146604 17.651084175131306 20.339385176507612 0.0008060524637800478 0.0003252428752482602 0.0009288161209039948 0.0003747781184404198 17.45071524533424 20.173202208256612 0.00011687902428753162 4.716078868764695e-05 0.00013511332674381456 5.45183457022561e-05 19.517440326830407 20.689349072766344 0.0027603536800437983 0.0008328905214080587 0.002926096859751273 0.0008829007517507872 
1.4 19.13015853524728 24.35563148845578 0.006926657969626363 0.0028376535020439926 0.008818699993727695 0.0036127689616564963 23.516132314054413 26.17798010618739 0.0007020920759034271 0.00028762702686937564 0.0007815635730509692 0.0003201842244648513 22.677877386992737 26.125584079927602 0.0011380459892315433 0.0004662248664494413 0.001311062568648793 0.0005371048066237522 19.52511358862292 25.451980480641577 0.0013519181089007878 0.0005538421520192297 0.0017622941430270854 0.000721961466629509 20.800720589056137 25.82563665423448 0.001427027867228834 0.0005846124700704262 0.0017717608886063752 0.0007258397213179646 22.06264769199413 26.21215616614989 0.0010511125265846492 0.0004306107151795935 0.0012488041362792082 0.0005115993089623959 22.01041582602414 25.866700969885848 0.0001537981994083919 6.300671999007701e-05 0.00018074406523024605 7.404566992095062e-05 24.887395157127703 26.667135672456375 0.003504878552644063 0.0010607181942103258 0.0037555184577873968 0.0011365719801796344 
1.5 22.42465687673532 30.15488394249965 0.008328251566006032 0.0034662858508662663 0.011199166203403449 0.004661183808472979 28.780624828753332 32.546635235976694 0.0008813557640026601 0.0003668274175112298 0.0009966831760880386 0.0004148276218230555 27.555927875023855 32.48488388406394 0.0014183888335475754 0.0005903449368437469 0.0016720974437594038 0.0006959405182032028 23.008929883147765 31.502831560310636 0.001634090448548893 0.0006801216985280286 0.0022373259606763445 0.000931193211420647 25.257277252104085 32.14567832558196 0.0017773111275703017 0.0007397313067763839 0.0022620360548401067 0.0009414777530311614 26.278244991504312 32.549297277405095 0.0012841353264645182 0.0005344675382874077 0.0015905819623427794 0.0006620131136787856 26.70008279470697 32.11501771645573 0.0001913632182667957 7.964692355859445e-05 0.00023017281227811172 9.579979136441205e-05 30.682414652985663 33.214256573624795 0.004303384868882995 0.0013070772487214083 0.004658490239008153 0.0014149342413751625 
1.6 24.746872959321898 36.74620591682493 0.009281905056714815 0.003926299988321349 0.013782541134595419 0.005830095305343863 34.379445754490476 39.796707209404595 0.0010632580174167524 0.00044976434426528545 0.0012307984343133173 0.0005206349180198029 32.71636984976198 39.862880958905514 0.0017007251643368659 0.0007194166663063322 0.0020722288285987423 0.0008765648835893264 26.925687345531713 38.67827272500961 0.001931235489927835 0.0008169238787961895 0.0027741855580909504 0.0011734966752815403 29.670691749860048 39.29375119707277 0.002108595932548962 0.0008919483807208483 0.0027924742923841465 0.0011812329165814704 31.10103493209113 39.907778616430576 0.0015348927746598976 0.0006492685980300951 0.0019695216311879666 0.0008331191399051981 30.730507461598894 38.959047172178884 0.00022243563004328474 9.40915691665466e-05 0.0002819960006992601 0.00011928595342086471 37.42239832466893 40.86830437806482 0.005228160803983805 0.0015945035577015652 0.00570957706186963 0.0017413276445485887 
1.7 27.607705541662735 43.26355568604758 0.010314294956357516 0.004434547120934672 0.016163352421058087 0.006949301745464947 40.629895664455276 47.687195587229375 0.0012516356998465165 0.0005381305763213847 0.0014690413412692127 0.0006316023613852515 37.92852465739123 47.34641602108996 0.0019639363930257104 0.0008443784586577912 0.0024515941588314277 0.001054042943773396 30.401014253771944 45.704379520963165 0.002171945621694241 0.0009338103325786847 0.0032652669468253505 0.0014038749327410255 34.07981319222108 46.833488082893254 0.0024124334289474915 0.0010372061068693408 0.0033152374283311687 0.0014253593343245537 35.7898854179171 47.628884603038195 0.0017593650005542833 0.0007564246544134597 0.002341348445448613 0.0010066436971020755 35.81813675325195 46.69568876052835 0.0002582438883618592 0.00011102985676477903 0.00033666955705503513 0.00014474833435168706 44.388658137808015 48.87535151500401 0.006178034008927462 0.00189278000217599 0.006802494072259198 0.0020840974210059745 
1.8 29.70321976828743 48.70100763329626 0.010921768630600764 0.004771661764094981 0.01790718789401634 0.007823553736245206 45.79129948342975 54.53347741471873 0.0013883386499190197 0.0006065576625449384 0.0016533912612970744 0.0007223577178256023 42.11764216826776 54.03109879621586 0.002146375634997739 0.000937739929795641 0.0027535025233612954 0.0012029903903338249 31.313375211465516 51.57849916474667 0.0022017650205853156 0.0009619392533927769 0.003626684587921596 0.001584478921310581 37.26830767717374 53.413366909302596 0.002596438353123088 0.0011343699021159077 0.003721245290075004 0.0016257919816868264 39.897802050834756 54.509028149794005 0.0019303000530086706 0.0008433376742998574 0.002637207427941436 0.0011521816908515875 39.091539623526785 53.22311877109849 0.000277389519694928 0.0001211899839354272 0.00037766574288866986 0.00016500012460447675 50.46349922946194 56.12373414101982 0.00699803666200664 0.00215455636725701 0.0077829709616781565 0.0023962220336313203 
